X,Y,ESTACAO,TIPO_ESTAC,TEMA,UF,MUNICIPIO,GEOCODIGO,SITUACAO,VISITA,LATITUDE,LONGITUDE,FONTECOORD,DATUM_PLAN,CONEX_GPS,CONEX_RN,CONEX_EG,ALTGEOM,FONTALTGEO,MEDICAOPLA,DATCALCPLA,ALT_ORTO,ALT_NORMAL,SIGMALT_RN,NUM_GEOPOT,DATUM_ALT,FONT_ALT,MEDICAOALT,CALCULOALT,GRAVIDADE,MEDICAOGRA,CALCULOGRA,NOTA,icon_url
-41.6130555556,-21.6283333333,4001T,R,RN,RJ,São Fidélis,"3304805",BOM,27/10/2000,-21.628333333299999,-41.613055555599999,GPS Navegação,SIRGAS2000,,,,,,2000/10/27,,,"22,8004","0,074","223,155",Imbituba,Nivelamento Geométrico,2000/10/27,2018/07/30,,,,,./0.png
-41.6,-21.6169444444,4001U,R,RN,RJ,São Fidélis,"3304805",BOM,11/04/2002,-21.616944444400001,-41.600000000000001,GPS Navegação,SIRGAS2000,,,"8077321",,,2000/10/27,,,"27,7031","0,074","271,138",Imbituba,Nivelamento Geométrico,2000/10/27,2018/07/30,"978.702,67",11/04/2002,22/11/2011,,./0.png
-41.6,-21.6169444444,"8077321",E,EG,RJ,São Fidélis,"3304805",BOM,11/04/2002,-21.616944444400001,-41.600000000000001,GPS Navegação,SIRGAS2000,,4001U,,,,2000/10/27,,,"27,7031","0,074","271,138",Imbituba,Nivelamento Geométrico,2000/10/27,2018/07/30,"978.702,67",11/04/2002,22/11/2011,,./0.png
-41.5855555556,-21.6136111111,4001V,R,RN,RJ,São Fidélis,"3304805",BOM,11/04/2002,-21.613611111099999,-41.585555555600003,GPS Navegação,SIRGAS2000,,,"8077320",,,2002/04/11,,,"26,4084","0,074","258,467",Imbituba,Nivelamento Geométrico,2000/10/28,2018/07/30,"978.703,23",11/04/2002,22/11/2011,,./0.png
-41.5855555556,-21.6136111111,"8077320",E,EG,RJ,São Fidélis,"3304805",BOM,11/04/2002,-21.613611111099999,-41.585555555600003,GPS Navegação,SIRGAS2000,,4001V,,,,2002/04/11,,,"26,4084","0,074","258,467",Imbituba,Nivelamento Geométrico,2000/10/28,2018/07/30,"978.703,23",11/04/2002,22/11/2011,,./0.png
-41.5680555556,-21.6152777778,4001X,R,RN,RJ,São Fidélis,"3304805",BOM,26/08/2009,-21.615277777799999,-41.568055555599997,GPS Navegação,SIRGAS2000,,,"8077319",,,2002/04/11,,,"26,7765","0,074","262,070",Imbituba,Nivelamento Geométrico,2000/10/30,2018/07/30,"978.702,35",11/04/2002,22/11/2011,,./0.png
-41.5680555556,-21.6152777778,"8077319",E,EG,RJ,São Fidélis,"3304805",BOM,26/08/2009,-21.615277777799999,-41.568055555599997,GPS Navegação,SIRGAS2000,,4001X,,,,2002/04/11,,,"26,7765","0,074","262,070",Imbituba,Nivelamento Geométrico,2000/10/30,2018/07/30,"978.702,35",11/04/2002,22/11/2011,,./0.png
-41.4305555556,-21.7066666667,4002A,R,RN,RJ,Campos dos Goytacazes,"3301009",BOM,29/11/2018,-21.706666666699999,-41.430555555600002,GPS Navegação,SIRGAS2000,,,,,,2009/08/20,,,"14,0286","0,074","137,303",Imbituba,Nivelamento Geométrico,2000/11/08,2018/07/30,,,,,./0.png
-41.4130555556,-21.7147222222,4002B,R,RN,RJ,Campos dos Goytacazes,"3301009",DESTRUÍDO (CHAPA DANIFICADA),28/11/2018,-21.714722222199999,-41.413055555600003,GPS Navegação,SIRGAS2000,,,,,,2018/11/28,,,"13,4826","0,074","131,959",Imbituba,Nivelamento Geométrico,2000/11/08,2018/07/30,,,,,./0.png
-41.4022222222,-21.7216666667,4002C,R,RN,RJ,Campos dos Goytacazes,"3301009",DESTRUÍDO,27/11/2018,-21.721666666699999,-41.402222222200002,GPS Navegação,SIRGAS2000,,,"8077312",,,2018/11/27,,,"11,4670","0,074","112,232",Imbituba,Nivelamento Geométrico,2000/11/07,2018/07/30,"978.710,22",11/04/2002,22/11/2011,,./0.png
-41.4022222222,-21.7216666667,"8077312",E,EG,RJ,Campos dos Goytacazes,"3301009",DESTRUÍDO,27/11/2018,-21.721666666699999,-41.402222222200002,GPS Navegação,SIRGAS2000,,4002C,,,,2018/11/27,,,"11,4670","0,074","112,232",Imbituba,Nivelamento Geométrico,2000/11/07,2018/07/30,"978.710,22",11/04/2002,22/11/2011,,./0.png
-41.3888888889,-21.7216666667,4002D,R,RN,RJ,Campos dos Goytacazes,"3301009",NÃO ENCONTRADO,07/12/2018,-21.721666666699999,-41.388888888899999,GPS Navegação,SIRGAS2000,,,,,,2000/11/06,,,"13,0127","0,074","127,360",Imbituba,Nivelamento Geométrico,2000/11/06,2018/07/30,,,,,./0.png
-41.3616666667,-21.7275,4002E,R,RN,RJ,Campos dos Goytacazes,"3301009",BOM,20/08/2009,-21.727499999999999,-41.361666666700003,GPS Navegação,SIRGAS2000,,,"8077311",,,2002/04/11,,,"11,9414","0,073","116,875",Imbituba,Nivelamento Geométrico,2000/11/04,2018/07/30,"978.713,47",11/04/2002,22/11/2011,,./0.png
-41.3616666667,-21.7275,"8077311",E,EG,RJ,Campos dos Goytacazes,"3301009",BOM,20/08/2009,-21.727499999999999,-41.361666666700003,GPS Navegação,SIRGAS2000,,4002E,,,,2002/04/11,,,"11,9414","0,073","116,875",Imbituba,Nivelamento Geométrico,2000/11/04,2018/07/30,"978.713,47",11/04/2002,22/11/2011,,./0.png
-41.3488888889,-21.74,4002F,R,RN,RJ,Campos dos Goytacazes,"3301009",BOM,28/11/2018,-21.739999999999998,-41.348888888899999,GPS Navegação,SIRGAS2000,,,"8077310",,,2014/04/10,,,"11,2337","0,073","109,949",Imbituba,Nivelamento Geométrico,2000/11/03,2018/07/30,"978.715,90",10/04/2002,22/11/2011,,./0.png
-41.3488888889,-21.74,"8077310",E,EG,RJ,Campos dos Goytacazes,"3301009",BOM,28/11/2018,-21.739999999999998,-41.348888888899999,GPS Navegação,SIRGAS2000,,4002F,,,,2014/04/10,,,"11,2337","0,073","109,949",Imbituba,Nivelamento Geométrico,2000/11/03,2018/07/30,"978.715,90",10/04/2002,22/11/2011,,./0.png
-41.3388888889,-21.7508333333,4002G,R,RN,RJ,Campos dos Goytacazes,"3301009",DESTRUÍDO,28/11/2018,-21.750833333300001,-41.338888888900001,GPS Navegação,SIRGAS2000,,,"8077309",,,2018/11/28,,,"10,0637","0,073","98,498",Imbituba,Nivelamento Geométrico,2000/10/30,2018/07/30,"978.718,80",10/04/2002,22/11/2011,,./0.png
-41.3388888889,-21.7508333333,"8077309",E,EG,RJ,Campos dos Goytacazes,"3301009",DESTRUÍDO,28/11/2018,-21.750833333300001,-41.338888888900001,GPS Navegação,SIRGAS2000,,4002G,,,,2018/11/28,,,"10,0637","0,073","98,498",Imbituba,Nivelamento Geométrico,2000/10/30,2018/07/30,"978.718,80",10/04/2002,22/11/2011,,./0.png
-41.3327777778,-21.7519444444,4002H,R,RN,RJ,Campos dos Goytacazes,"3301009",NÃO ENCONTRADO,27/11/2018,-21.751944444399999,-41.332777777799997,GPS Navegação,SIRGAS2000,,,,,,2000/10/30,,,"11,7779","0,073","115,275",Imbituba,Nivelamento Geométrico,2000/10/30,2018/07/30,,,,,./0.png
-41.3072222222,-21.7666666667,4002J,R,RN,RJ,Campos dos Goytacazes,"3301009",BOM,28/11/2018,-21.766666666700001,-41.307222222199997,GPS Navegação,SIRGAS2000,,,"8077305",,,2014/04/10,,,"9,1533","0,074","89,587",Imbituba,Nivelamento Geométrico,2000/11/01,2018/07/30,"978.725,24",10/04/2002,22/11/2011,,./0.png
-41.3072222222,-21.7666666667,"8077305",E,EG,RJ,Campos dos Goytacazes,"3301009",BOM,28/11/2018,-21.766666666700001,-41.307222222199997,GPS Navegação,SIRGAS2000,,4002J,,,,2014/04/10,,,"9,1533","0,074","89,587",Imbituba,Nivelamento Geométrico,2000/11/01,2018/07/30,"978.725,24",10/04/2002,22/11/2011,,./0.png
-41.3138888889,-21.7541666667,4002L,R,RN,RJ,Campos dos Goytacazes,"3301009",BOM,28/11/2018,-21.754166666700002,-41.313888888900003,GPS Navegação,SIRGAS2000,,,,,,2014/04/10,,,"10,1699","0,074","99,537",Imbituba,Nivelamento Geométrico,2000/11/01,2018/07/30,,,,,./0.png
-43.2901568164,-22.7061180244,"593",V,VT,RJ,Duque de Caxias,"3301702",DESTRUÍDO,28/03/2006,-22.706118024399998,-43.290156816400000,Triangulação,SIRGAS2000,,,,,,1952/12/15,2006/03/06,"3,12",,,,Imbituba,Nivelamento Trigonométrico,1952/12/15,1952/12/15,,,,,./0.png
-41.3144444444,-21.7372222222,4002M,R,RN,RJ,Campos dos Goytacazes,"3301009",BOM,28/11/2018,-21.737222222200000,-41.314444444400003,GPS Navegação,SIRGAS2000,,,"8077304",,,2014/04/11,,,"8,4584","0,074","82,786",Imbituba,Nivelamento Geométrico,2000/11/06,2018/07/30,"978.720,80",10/04/2002,22/11/2011,,./0.png
-41.3144444444,-21.7372222222,"8077304",E,EG,RJ,Campos dos Goytacazes,"3301009",BOM,28/11/2018,-21.737222222200000,-41.314444444400003,GPS Navegação,SIRGAS2000,,4002M,,,,2014/04/11,,,"8,4584","0,074","82,786",Imbituba,Nivelamento Geométrico,2000/11/06,2018/07/30,"978.720,80",10/04/2002,22/11/2011,,./0.png
-43.1955964136,-22.4754833814,"4070",V,VT,RJ,Petrópolis,"3303906",BOM,15/12/1986,-22.475483381400000,-43.195596413600001,Triangulação,SIRGAS2000,,,,,,1986/12/15,2006/03/06,"1.512,97",,,,Imbituba,Nivelamento Trigonométrico,1986/12/15,1986/12/15,,,,,./0.png
-43.1777993539,-22.3900835608,"4071",V,VT,RJ,Petrópolis,"3303906",BOM,15/12/1986,-22.390083560800001,-43.177799353899999,Triangulação,SIRGAS2000,,,,,,1986/12/15,2006/03/06,"1.437,31",,,,Imbituba,Nivelamento Trigonométrico,1986/12/15,1986/12/15,,,,,./0.png
-43.0589261094,-22.1898645267,"4072",V,VT,RJ,Areal,"3300225",BOM,15/12/1986,-22.189864526699999,-43.058926109399998,Triangulação,SIRGAS2000,,,,,,1986/12/15,2006/03/06,"864,60",,,,Imbituba,Nivelamento Trigonométrico,1986/12/15,1986/12/15,,,,,./0.png
-43.249484855,-22.0761821122,"4073",V,VT,RJ,Comendador Levy Gasparian,"3300951",BOM,15/12/1993,-22.076182112200001,-43.249484854999999,Triangulação,SIRGAS2000,,,,,,1986/12/15,2006/03/06,"552,19",,,,Imbituba,Nivelamento Trigonométrico,1986/12/15,1986/12/15,,,,,./0.png
-43.6719095986,-22.9452811031,"4054",V,VT,RJ,Rio de Janeiro,"3304557",BOM,15/12/1986,-22.945281103100001,-43.671909598600003,Triangulação,SIRGAS2000,,,,,,1986/12/15,2006/03/06,"92,77",,,,Imbituba,Nivelamento Trigonométrico,1986/12/15,1986/12/15,,,,,./0.png
-43.5881521706,-22.8386480019,"4055",V,VT,RJ,Rio de Janeiro,"3304557",BOM,15/12/1986,-22.838648001900001,-43.588152170599997,Triangulação,SIRGAS2000,,,,,,1986/12/15,2006/03/06,"631,84",,,,Imbituba,Nivelamento Trigonométrico,1986/12/15,1986/12/15,,,,,./0.png
-43.4729064053,-22.9317761389,"4056",V,VT,RJ,Rio de Janeiro,"3304557",BOM,15/12/1986,-22.931776138899998,-43.472906405300002,Triangulação,SIRGAS2000,,,,,,1986/12/15,2006/03/06,"1.024,68",,,,Imbituba,Nivelamento Trigonométrico,1986/12/15,1986/12/15,,,,,./0.png
-43.3390854731,-22.8895667539,"4058",V,VT,RJ,Rio de Janeiro,"3304557",BOM,15/12/1986,-22.889566753899999,-43.339085473099999,Triangulação,SIRGAS2000,,,,,,1986/12/15,2006/03/06,"251,17",,,,Imbituba,Nivelamento Trigonométrico,1986/12/15,1986/12/15,,,,,./0.png
-43.8741688064,-22.8092474014,"4052",V,VT,RJ,Rio Claro,"3304409",BOM,15/06/1988,-22.809247401400000,-43.874168806400000,Triangulação,SIRGAS2000,,,,,,1986/12/15,2006/03/06,"1.058,23",,,,Imbituba,Nivelamento Trigonométrico,1986/12/15,1986/12/15,,,,,./0.png
-43.6299755847,-22.7354641122,"4053",V,VT,RJ,Queimados,"3304144",BOM,15/12/1991,-22.735464112199999,-43.629975584699999,GPS Geodésico,SIRGAS2000,"91512",,,"147,220",GPS Geodésico,1991/12/15,2004/11/23,"152,55",,,,Imbituba,Nivelamento Trigonométrico,1986/12/15,1986/12/15,,,,,./0.png
-43.6299755847,-22.7354641122,"91512",G,GPS,RJ,Queimados,"3304144",BOM,15/12/1991,-22.735464112199999,-43.629975584699999,GPS Geodésico,SIRGAS2000,,,,"147,220",GPS Geodésico,1991/12/15,2004/11/23,"152,55",,,,Imbituba,Nivelamento Trigonométrico,1986/12/15,1986/12/15,,,,,./0.png
-43.3226300747,-22.7746907589,"4059",V,VT,RJ,Duque de Caxias,"3301702",BOM,15/12/1986,-22.774690758900000,-43.322630074700001,Triangulação,SIRGAS2000,,,,,,1986/12/15,2006/03/06,"133,79",,,,Imbituba,Nivelamento Trigonométrico,1986/12/15,1986/12/15,,,,,./0.png
-43.2192104769,-22.2285694578,"582",V,VT,RJ,Paraíba do Sul,"3303708",BOM,15/08/1985,-22.228569457799999,-43.219210476900003,Triangulação,SIRGAS2000,,,,,,1952/12/15,2006/03/06,"755,22",,,,Imbituba,Nivelamento Trigonométrico,1952/12/15,1952/12/15,,,,,./0.png
-44.6127258503,-22.5314089744,"525",V,VT,RJ,Itatiaia,"3302254",NÃO ENCONTRADO,03/10/2018,-22.531408974400001,-44.612725850300002,Triangulação,SIRGAS2000,,2946S,,,,1951/12/15,2006/03/06,,"749,6223",,"7.336,370",Imbituba,Nivelamento Geométrico,1990/08/25,2018/07/30,,,,"Esta RN pertence a um ramal, isto é, uma linha de nivelamento geométrico que não forma circuito, cujos desníveis, portanto, não podem ser ajustados. Consequentemente, as respectivas altitudes são calculadas mediante simples transporte, sem as estimativas",./0.png
-44.6127258503,-22.5314089744,2946S,R,RN,RJ,Itatiaia,"3302254",NÃO ENCONTRADO,03/10/2018,-22.531408974400001,-44.612725850300002,Triangulação,SIRGAS2000,,,,,,1951/12/15,2006/03/06,,"749,6223",,"7.336,370",Imbituba,Nivelamento Geométrico,1990/08/25,2018/07/30,,,,"Esta RN pertence a um ramal, isto é, uma linha de nivelamento geométrico que não forma circuito, cujos desníveis, portanto, não podem ser ajustados. Consequentemente, as respectivas altitudes são calculadas mediante simples transporte, sem as estimativas",./0.png
-43.285087425,-22.7888318694,"594",V,VT,RJ,Duque de Caxias,"3301702",DESTRUÍDO,28/03/2006,-22.788831869399999,-43.285087425000000,Triangulação,SIRGAS2000,,,,,,1952/12/15,2006/03/06,"20,32",,,,Imbituba,Nivelamento Trigonométrico,1952/12/15,1952/12/15,,,,,./0.png
-43.9116352686,-22.5393621803,"518",V,VT,RJ,Piraí,"3304003",BOM,15/12/1986,-22.539362180299999,-43.911635268600001,Triangulação,SIRGAS2000,,,,,,1951/12/15,2006/03/06,"670,27",,,,Imbituba,Nivelamento Trigonométrico,1951/12/15,1951/12/15,,,,,./0.png
-44.333651785,-22.5570365283,"4076",V,VT,RJ,Resende,"3304201",BOM,15/12/1990,-22.557036528299999,-44.333651785000001,Triangulação,SIRGAS2000,,,,,,1990/12/15,2006/03/06,"660,29",,,,Imbituba,Nivelamento Trigonométrico,1990/12/15,1990/12/15,,,,,./0.png
-44.4389171825,-22.5351777314,"4077",V,VT,RJ,Resende,"3304201",BOM,15/12/1990,-22.535177731400001,-44.438917182499999,Triangulação,SIRGAS2000,,,,,,1990/12/15,2006/03/06,"634,82",,,,Imbituba,Nivelamento Trigonométrico,1990/12/15,1990/12/15,,,,,./0.png
-43.1955725067,-22.4755099742,"586",V,VT,RJ,Petrópolis,"3303906",DESTRUÍDO,15/01/1987,-22.475509974200001,-43.195572506700003,Triangulação,SIRGAS2000,,,,,,1952/12/15,2006/03/06,"1.513,14",,,,Imbituba,Nivelamento Trigonométrico,1952/12/15,1952/12/15,,,,,./0.png
-43.2494969214,-22.0761911014,"506",V,VT,RJ,Comendador Levy Gasparian,"3300951",DESTRUÍDO,15/01/1987,-22.076191101399999,-43.249496921400002,Triangulação,SIRGAS2000,,,,,,1951/12/15,2006/03/06,"552,01",,,,Imbituba,Nivelamento Trigonométrico,1951/12/15,1951/12/15,,,,,./0.png
-44.3298816608,-22.4915829689,"521",V,VT,RJ,Barra Mansa,"3300407",BOM,15/12/1951,-22.491582968900001,-44.329881660799998,Triangulação,SIRGAS2000,,,,,,1951/12/15,2006/03/06,"837,92",,,,Imbituba,Nivelamento Trigonométrico,1951/12/15,1951/12/15,,,,,./0.png
-44.4230092986,-22.4538162225,"522",V,VT,RJ,Resende,"3304201",BOM,15/12/1951,-22.453816222499999,-44.423009298600000,Triangulação,SIRGAS2000,,,,,,1951/12/15,2006/03/06,"452,61",,,,Imbituba,Nivelamento Trigonométrico,1951/12/15,1951/12/15,,,,,./0.png
-43.2211317525,-22.7363254969,"590",V,VT,RJ,Duque de Caxias,"3301702",DESTRUÍDO,05/04/2006,-22.736325496900001,-43.221131752500000,Triangulação,SIRGAS2000,,,,,,1952/12/15,2006/03/06,"76,37",,,,Imbituba,Nivelamento Trigonométrico,1952/12/15,1952/12/15,,,,,./0.png
-43.6089179917,-22.1537650153,"512",V,VT,RJ,Rio das Flores,"3304508",BOM,15/12/1951,-22.153765015299999,-43.608917991699997,Triangulação,SIRGAS2000,,,,,,1951/12/15,2006/03/06,"784,19",,,,Imbituba,Nivelamento Trigonométrico,1951/12/15,1951/12/15,,,,,./0.png
-43.782448175,-22.3612121058,"515",V,VT,RJ,Valença,"3306107",DESTRUÍDO,15/06/1975,-22.361212105800000,-43.782448174999999,Triangulação,SIRGAS2000,,,,,,1951/12/15,2006/03/06,"1.045,75",,,,Imbituba,Nivelamento Trigonométrico,1951/12/15,1951/12/15,,,,,./0.png
-43.86473798,-22.3950560847,"517",V,VT,RJ,Barra do Piraí,"3300308",BOM,15/12/1951,-22.395056084699998,-43.864737980000001,Triangulação,SIRGAS2000,,,,,,1951/12/15,2006/03/06,"762,07",,,,Imbituba,Nivelamento Trigonométrico,1951/12/15,1951/12/15,,,,,./0.png
-43.3227169558,-22.7746534239,"591",V,VT,RJ,Duque de Caxias,"3301702",DESTRUÍDO,28/03/2006,-22.774653423899998,-43.322716955799997,Triangulação,SIRGAS2000,,,,,,1967/12/15,2006/03/06,"133,04",,,,Imbituba,Nivelamento Trigonométrico,1967/12/15,1967/12/15,,,,,./0.png
-43.1912159178,-22.8020296803,"592",V,VT,RJ,Rio de Janeiro,"3304557",DESTRUÍDO,04/05/2006,-22.802029680299999,-43.191215917800001,Triangulação,SIRGAS2000,,,,,,1967/12/15,2006/03/06,"96,74",,,,Imbituba,Nivelamento Trigonométrico,1967/12/15,1967/12/15,,,,,./0.png
-43.8857236631,-22.2063497872,"511",V,VT,RJ,Valença,"3306107",BOM,15/12/1951,-22.206349787200001,-43.885723663100002,Triangulação,SIRGAS2000,,,,,,1951/12/15,2006/03/06,"1.114,98",,,,Imbituba,Nivelamento Trigonométrico,1951/12/15,1951/12/15,,,,,./0.png
-43.0589446686,-22.1898673092,"583",V,VT,RJ,Areal,"3300225",DESTRUÍDO,15/08/1985,-22.189867309200000,-43.058944668599999,Triangulação,SIRGAS2000,,,,,,1952/12/15,2006/03/06,"864,47",,,,Imbituba,Nivelamento Trigonométrico,1952/12/15,1952/12/15,,,,,./0.png
-43.1071772622,-22.5331289414,"588",V,VT,RJ,Petrópolis,"3303906",NÃO ENCONTRADO,15/08/1985,-22.533128941400001,-43.107177262199997,Triangulação,SIRGAS2000,,,,,,1952/12/15,2006/03/06,"1.740,31",,,,Imbituba,Nivelamento Trigonométrico,1952/12/15,1952/12/15,,,,,./0.png
-43.3410637675,-22.7303944531,"589",V,VT,RJ,Belford Roxo,"3300456",DESTRUÍDO,15/11/1985,-22.730394453100001,-43.341063767500003,Triangulação,SIRGAS2000,,,,,,1952/12/15,2006/03/06,"115,14",,,,Imbituba,Nivelamento Trigonométrico,1952/12/15,1952/12/15,,,,,./0.png
-43.0651031594,-22.3267667864,"585",V,VT,RJ,Petrópolis,"3303906",BOM,15/12/1986,-22.326766786400000,-43.065103159400003,Triangulação,SIRGAS2000,,,,,,1952/12/15,2006/03/06,"1.868,55",,,,Imbituba,Nivelamento Trigonométrico,1952/12/15,1952/12/15,,,,,./0.png
-43.0505555556,-22.8838888889,9001A,R,RN,RJ,Niterói,"3303302",NÃO ENCONTRADO,13/12/2018,-22.883888888900000,-43.050555555599999,Não Especificada,SIRGAS2000,,,,,,1948/09/15,,,"3,3850","0,075","33,133",Imbituba,Nivelamento Geométrico,1948/09/15,2018/07/30,,,,,./0.png
-43.1005555556,-22.8838888889,9001B,R,RN,RJ,Niterói,"3303302",NÃO ENCONTRADO,08/06/2018,-22.883888888900000,-43.100555555600003,Não Especificada,SIRGAS2000,,,,,,1948/09/15,,,"6,3673","0,075","62,324",Imbituba,Nivelamento Geométrico,1948/09/15,2018/07/30,,,,,./0.png
-43.1172222222,-22.8838888889,9001C,R,RN,RJ,Niterói,"3303302",NÃO ENCONTRADO,08/06/2018,-22.883888888900000,-43.117222222199999,Não Especificada,SIRGAS2000,,,,,,1948/09/15,,,"3,3714","0,075","33,000",Imbituba,Nivelamento Geométrico,1948/09/15,2018/07/30,,,,,./0.png
-43.0838888889,-22.8672222222,9001D,R,RN,RJ,Niterói,"3303302",BOM,08/06/2018,-22.867222222199999,-43.083888888899999,Não Especificada,SIRGAS2000,,,,,,1948/09/15,,,"100,6736","0,075","985,391",Imbituba,Nivelamento Geométrico,1948/09/15,2018/07/30,,,,,./0.png
-43.0505555556,-22.8505555556,9001E,R,RN,RJ,São Gonçalo,"3304904",BOM,15/09/1948,-22.850555555600000,-43.050555555599999,Não Especificada,SIRGAS2000,,,,,,1948/09/15,,,"62,6341","0,075","613,064",Imbituba,Nivelamento Geométrico,1948/09/15,2018/07/30,,,,,./0.png
-43.0422222222,-22.8588888889,9001F,R,RN,RJ,São Gonçalo,"3304904",BOM,15/09/1948,-22.858888888900001,-43.042222222200003,Não Especificada,SIRGAS2000,,,,,,1948/09/15,,,"30,7932","0,075","301,406",Imbituba,Nivelamento Geométrico,1948/09/15,2018/07/30,,,,,./0.png
-43.0172222222,-22.8838888889,9001G,R,RN,RJ,São Gonçalo,"3304904",BOM,15/09/1948,-22.883888888900000,-43.017222222199997,Não Especificada,SIRGAS2000,,,,,,1948/09/15,,,"91,9217","0,075","899,729",Imbituba,Nivelamento Geométrico,1948/09/15,2018/07/30,,,,,./0.png
-43.0338888889,-22.8338888889,9001H,R,RN,RJ,São Gonçalo,"3304904",BOM,15/09/1948,-22.833888888899999,-43.033888888900002,Não Especificada,SIRGAS2000,,,,,,1948/09/15,,,"27,9198","0,074","273,281",Imbituba,Nivelamento Geométrico,1948/09/15,2018/07/30,,,,,./0.png
-43.1843111111,-22.8946666667,"8110078",E,EG,RJ,Rio de Janeiro,"3304557",BOM,29/09/1993,-22.894666666700001,-43.184311111100001,GPS Navegação,SIRGAS2000,,,,,,1993/09/29,,"1,28",,,,Imbituba,Não Informada,1993/09/29,2011/11/22,"978.793,16",29/09/1993,22/11/2011,,./0.png
-44.3088888889,-22.4758333333,"8111982",E,EG,RJ,Barra Mansa,"3300407",NÃO CONSTRUÍDO,20/11/1998,-22.475833333299999,-44.308888888900000,GPS Navegação,SIRGAS2000,,,,,,1998/11/20,,,,,,,,,,"978.623,95",20/11/1998,22/11/2011,,./0.png
-44.3127777778,-22.4577777778,"8111984",E,EG,RJ,Porto Real,"3304110",NÃO CONSTRUÍDO,20/11/1998,-22.457777777800001,-44.312777777800001,GPS Navegação,SIRGAS2000,,,,,,1998/11/20,,"401,12",,,,,GPS Topográfico,1998/11/20,2011/11/22,"978.626,63",20/11/1998,22/11/2011,,./0.png
-44.3372222222,-22.4666666667,"8111985",E,EG,RJ,Porto Real,"3304110",NÃO CONSTRUÍDO,20/11/1998,-22.466666666700000,-44.337222222199998,GPS Navegação,SIRGAS2000,,,,,,1998/11/20,,"690,49",,,,,GPS Topográfico,1998/11/20,2011/11/22,"978.566,94",20/11/1998,22/11/2011,,./0.png
-44.3586111111,-22.4791666667,"8111986",E,EG,RJ,Porto Real,"3304110",NÃO CONSTRUÍDO,20/11/1998,-22.479166666699999,-44.358611111099997,GPS Navegação,SIRGAS2000,,,,,,1998/11/20,,"395,79",,,,,GPS Topográfico,1998/11/20,2011/11/22,"978.622,77",20/11/1998,22/11/2011,,./0.png
-44.3783333333,-22.4791666667,"8111988",E,EG,RJ,Resende,"3304201",NÃO CONSTRUÍDO,20/11/1998,-22.479166666699999,-44.378333333299999,GPS Navegação,SIRGAS2000,,,,,,1998/11/20,,"447,22",,,,,GPS Topográfico,1998/11/20,2011/11/22,"978.616,51",20/11/1998,22/11/2011,,./0.png
-44.5333333333,-22.5508333333,"8112121",E,EG,RJ,Resende,"3304201",NÃO CONSTRUÍDO,04/12/1998,-22.550833333300002,-44.533333333300000,GPS Navegação,SIRGAS2000,,,,,,1998/12/04,,"493,17",,,,,GPS Topográfico,1998/12/04,2011/11/22,"978.613,62",04/12/1998,22/11/2011,,./0.png
-44.5327777778,-22.5711111111,"8112122",E,EG,RJ,Resende,"3304201",NÃO CONSTRUÍDO,04/12/1998,-22.571111111099999,-44.532777777800000,GPS Navegação,SIRGAS2000,,,,,,1998/12/04,,"546,10",,,,,GPS Topográfico,1998/12/04,2011/11/22,"978.605,06",04/12/1998,22/11/2011,,./0.png
-44.55,-22.5691666667,"8112123",E,EG,RJ,Resende,"3304201",NÃO CONSTRUÍDO,04/12/1998,-22.569166666699999,-44.549999999999997,GPS Navegação,SIRGAS2000,,,,,,1998/12/04,,"503,23",,,,,GPS Topográfico,1998/12/04,2011/11/22,"978.612,79",04/12/1998,22/11/2011,,./0.png
-44.5725,-22.5602777778,"8112124",E,EG,RJ,Resende,"3304201",NÃO CONSTRUÍDO,04/12/1998,-22.560277777800000,-44.572499999999998,GPS Navegação,SIRGAS2000,,,,,,1998/12/04,,"490,92",,,,,GPS Topográfico,1998/12/04,2011/11/22,"978.613,07",04/12/1998,22/11/2011,,./0.png
-44.5522222222,-22.5538888889,"8112125",E,EG,RJ,Resende,"3304201",NÃO CONSTRUÍDO,04/12/1998,-22.553888888900001,-44.552222222200001,GPS Navegação,SIRGAS2000,,,,,,1998/12/04,,"486,64",,,,,GPS Topográfico,1998/12/04,2011/11/22,"978.614,25",04/12/1998,22/11/2011,,./0.png
-44.5380555556,-22.5330555556,"8112126",E,EG,RJ,Resende,"3304201",NÃO CONSTRUÍDO,04/12/1998,-22.533055555600001,-44.538055555600003,GPS Navegação,SIRGAS2000,,,,,,1998/12/04,,"458,35",,,,,GPS Topográfico,1998/12/04,2011/11/22,"978.617,67",04/12/1998,22/11/2011,,./0.png
-42.9902777778,-22.8483333333,9001I,R,RN,RJ,São Gonçalo,"3304904",BOM,15/09/1948,-22.848333333300001,-42.990277777800003,Não Especificada,SIRGAS2000,,,,,,1948/09/15,,,"56,7804","0,075","555,768",Imbituba,Nivelamento Geométrico,1948/09/15,2018/07/30,,,,,./0.png
-43.0088888889,-22.8505555556,9001J,R,RN,RJ,São Gonçalo,"3304904",BOM,15/09/1948,-22.850555555600000,-43.008888888900003,Não Especificada,SIRGAS2000,,,,,,1948/09/15,,,"76,9878","0,075","753,557",Imbituba,Nivelamento Geométrico,1948/09/15,2018/07/30,,,,,./0.png
